VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
11567,CAMPARI AMERICA,376,Aperol Liqueur,18.97,26.99,750.0,4275,81096.75000000073,4126.0,118710.7400000044,81277.76000000138,3251.409999999974,20964.81,37613.99000000367,31.685414478927758,0.9651461988304092,1.4638162441775204
90047,CRUSH WINES,16311,Mollydooker Gigglepot Cab Sv,29.79,44.99,750.0,12,357.48,12.0,479.88,39.99,1.35,1457.7299999999998,122.39999999999998,25.50637659414853,1.0,1.3423967774420946
9744,FREDERICK WILDMAN & SONS,19518,Hugel Riesling,10.32,19.99,750.0,36,371.52,14.0,298.86,277.87,1.5400000000000005,3999.93,-72.65999999999997,-24.31238707086929,0.3888888888888889,0.8044250645994833
1590,DIAGEO CHATEAU ESTATE WINES,22045,Woodwork Chard,7.94,11.99,750.0,12,95.28,2.0,23.98,23.98,0.22,7259.75,-71.3,-297.3311092577148,0.1666666666666666,0.2516792611251049
1590,DIAGEO CHATEAU ESTATE WINES,46732,A by Acacia Chard Cal,4.05,5.99,375.0,36,145.8,19.0,113.80999999999996,41.93000000000001,1.0900000000000003,7259.75,-31.99000000000004,-28.108250593093796,0.5277777777777778,0.7805898491083674
7154,PREMIER DISTRIBUTORS,23514,Plantaze Vranac ProCorde Red,9.05,13.49,750.0,501,4534.049999999998,425.0,5733.2499999999845,2212.3599999999983,47.48999999999996,432.37000000000006,1199.1999999999862,20.916583089870308,0.8483033932135728,1.2644875993868587
8352,LUXCO INC,8670,Arrow Coffee Brandy,7.85,11.49,1750.0,19983,156866.55000000293,20008.0,255130.4199999957,107797.55000001348,36761.94999999685,10261.599999999997,98263.86999999278,38.51515236795143,1.0012510634038934,1.6264169767231509
3252,E & J GALLO WINERY,8038,Livingston Clrs Rhine Calif,4.33,11.99,3000.0,10,43.3,54.0,350.4600000000001,207.6800000000001,24.299999999999983,61966.91,307.1600000000001,87.64480967870799,5.4,8.093764434180141
9819,TREASURY WINE ESTATES,19056,Wolf Blass Yellow Lbl Chard,5.88,9.99,750.0,14,82.32000000000001,72.0,647.2800000000002,341.6200000000002,8.020000000000003,14836.570000000003,564.9600000000002,87.28216536892843,5.142857142857143,7.862973760932946
4425,MARTIGNETTI COMPANIES,14101,Douglass Hill Cab Svgn,4.05,5.99,750.0,48,194.4,44.0,263.56,59.90000000000001,4.930000000000001,144929.24,69.16,26.24070420397632,0.9166666666666666,1.3557613168724278
4692,KOBRAND CORPORATION,22547,Jadot Savigny Narbantons 12,22.57,34.99,750.0,3,67.71,3.0,104.97,104.97,0.33,9139.38,37.260000000000005,35.49585595884539,1.0,1.550287992910944
8352,LUXCO INC,6846,Stock Limonce,13.66,18.99,750.0,630,8605.800000000003,266.0,4003.3399999999806,3223.859999999984,209.7899999999996,10261.599999999997,-4602.460000000023,-114.96550380432453,0.4222222222222222,0.4651909177531408
8112,MOET HENNESSY USA INC,4664,Hennessy Black Cognac,27.77,35.99,750.0,2984,82865.68000000008,2925.0,107263.75000000167,67154.74999999903,2305.33999999997,48347.26,24398.070000001608,22.74586707997923,0.9802278820375336,1.294429129164228
9165,ULTRA BEVERAGE COMPANY LLP,26257,Luce Brunello Montalcino 11,67.97,103.99,750.0,9,611.73,3.0,311.97,311.97,0.33,68054.70000000003,-299.76000000000005,-96.08616213097416,0.3333333333333333,0.5099798930900887
3252,E & J GALLO WINERY,31494,Barefoot Merlot Cal,6.02,8.79,1500.0,11581,69717.62000000101,10969.0,117027.35000000586,61683.42999999675,2452.41999999993,61966.91,47309.73000000484,40.42621660663296,0.9471548225541836,1.6785907206815744
7154,PREMIER DISTRIBUTORS,23512,Plantaze Krstac Montenegro W,7.41,11.49,750.0,493,3653.1300000000015,392.0,4504.0799999999945,1505.190000000001,43.88000000000001,432.37000000000006,850.9499999999921,18.892870464112384,0.795131845841785,1.2329372346453569
17035,PERNOD RICARD USA,8618,Olmeca Altos Plata Blanco,17.31,25.99,1000.0,22,380.82,13.0,337.87,233.91000000000005,13.650000000000004,123780.21999999996,-42.94999999999999,-12.711989818569268,0.5909090909090909,0.8872170579276298
1587,VINEYARD BRANDS INC,18595,Delamotte Bl de Bl Champagne,32.25,49.99,750.0,12,387.0,23.0,1149.77,349.93,2.5700000000000003,6070.089999999999,762.77,66.34109430581768,1.9166666666666667,2.970981912144703
3252,E & J GALLO WINERY,23415,Darkhorse Svgn Bl,2.95,7.99,750.0,2611,7702.449999999975,2231.0,17671.68999999988,7916.039999999842,248.74000000000356,61966.91,9969.239999999903,56.41361975000677,0.854461891995404,2.2942946724743343
3960,DIAGEO NORTH AMERICA INC,2749,John Begg Blue Cap,13.38,16.99,1750.0,5198,69549.2399999995,5431.0,92272.69000000192,46331.72999999973,9980.150000000256,257032.0700000001,22723.450000002413,24.626408962393903,1.04482493266641,1.326724634230404
4425,MARTIGNETTI COMPANIES,317,Triple Eight Vodka,24.23,31.99,750.0,2,48.46,2.0,63.98,63.98,1.58,144929.24,15.519999999999996,24.257580493904342,1.0,1.3202641353693767
1587,VINEYARD BRANDS INC,45330,Cono Sur Cab Svgn Cntrl Vly,4.63,6.99,750.0,926,4287.379999999998,892.0,7426.079999999936,3677.549999999959,99.23999999999984,6070.089999999999,3138.699999999938,42.26590610389283,0.9632829373650108,1.7320787987068884
90024,VINILANDIA USA,14920,Broadbent Gruner Veltliner,7.84,12.99,1000.0,1142,8953.279999999993,1173.0,16273.26999999986,9390.249999999884,175.95000000000138,2802.6400000000003,7319.989999999865,44.98167854401684,1.0271453590192643,1.8175763519067727
7153,PINE STATE TRADING CO,14495,Quinta d Azevedo Vinho Verde,7.33,10.99,750.0,24,175.92,10.0,109.89999999999998,87.91999999999999,1.1,15884.819999999998,-66.02000000000001,-60.07279344858964,0.4166666666666667,0.6247157798999544
9552,M S WALKER INC,24044,Dom LaFage Mira Cd Rousillon,9.8,14.99,750.0,12,117.6,12.0,179.88,14.99,1.35,55551.81999999999,62.28,34.62308205470313,1.0,1.529591836734694
3960,DIAGEO NORTH AMERICA INC,910,Goldschlager Cinnamon Schnps,17.29,22.99,1000.0,211,3648.19,211.0,4850.889999999984,3149.62999999999,221.55000000000035,257032.0700000001,1202.699999999984,24.79338842975182,1.0,1.3296703296703252
3960,DIAGEO NORTH AMERICA INC,3800,Don Julio Anejo Tequila,42.85,53.99,750.0,3997,171271.4500000013,3561.0,196544.38999999757,151993.47000000186,2807.5999999999526,257032.0700000001,25272.939999996248,12.85864226396722,0.8909181886414811,1.1475607288897014
3252,E & J GALLO WINERY,34430,Frei Bros RSV Pnt Nr RRV,15.06,21.99,750.0,1974,29728.44000000004,1997.0,41869.03000000024,25446.860000000543,221.48000000000405,61966.91,12140.5900000002,28.996587692621805,1.0116514690982776,1.4083830163977722
9165,ULTRA BEVERAGE COMPANY LLP,4979,Patron Silver Tequila,57.14,79.99,1000.0,1831,104623.33999999968,1395.0,106496.05000000133,78754.70000000039,1464.7499999999764,68054.70000000003,1872.710000001636,1.758478366100539,0.7618787547788094,1.0178995432568072
8112,MOET HENNESSY USA INC,2893,Glenmorangie Quinta Ruban,39.67,54.99,750.0,2410,95604.7000000001,2300.0,122300.00000000311,102183.81000000284,1814.1999999999573,48347.26,26695.30000000303,21.82771872445,0.9543568464730292,1.2792258121201467
4692,KOBRAND CORPORATION,25449,San Guido Sassacaia,231.78,349.99,1500.0,6,1390.68,3.0,1049.97,349.99,0.68,9139.38,-340.71000000000004,-32.449498557101634,0.5,0.7550047458797136
1392,CONSTELLATION BRANDS INC,25915,Hogue Cellars Chard Wash,4.39,9.99,750.0,27,118.53,179.0,1161.7100000000007,460.7900000000004,19.969999999999995,79528.99,1043.1800000000007,89.796937273502,6.62962962962963,9.800978655192784
1392,CONSTELLATION BRANDS INC,21634,Estancia Rsv Meritage Paso R,30.4,44.99,1500.0,24,729.6,24.0,1079.76,719.84,5.350000000000001,79528.99,350.16,32.4294287619471,1.0,1.4799342105263158
9552,M S WALKER INC,39764,Grahams 10-Yr Tawny Port,18.29,31.99,750.0,831,15198.989999999983,757.0,22210.43000000007,17354.10999999995,83.65999999999978,55551.81999999999,7011.440000000084,31.56823168214241,0.910950661853189,1.4613096001773862
9165,ULTRA BEVERAGE COMPANY LLP,18269,Masi Serego Alighieri Amaron,49.0,73.99,750.0,30,1470.0,19.0,1405.81,1035.86,2.1100000000000008,68054.70000000003,-64.19000000000005,-4.566050888811437,0.6333333333333333,0.9563333333333331
10754,PERFECTA WINES,7473,Kagemusha Sw Potato Soju,20.86,28.99,750.0,358,7467.88,172.0,4986.279999999986,3710.719999999988,135.63000000000017,28720.52,-2481.600000000014,-49.76856494220182,0.4804469273743016,0.6676968564036897
1590,DIAGEO CHATEAU ESTATE WINES,22047,Woodwork Pnt Nr,6.49,9.99,750.0,1067,6924.830000000007,1065.0,11029.349999999868,7476.819999999886,117.89999999999974,7259.75,4104.51999999986,37.21452306799503,0.9981255857544518,1.5927250199643683
4425,MARTIGNETTI COMPANIES,29353,Elk Cove Pnt Nr Ore,17.41,28.99,750.0,1192,20752.71999999997,1308.0,37213.92000000011,22888.95000000025,145.08000000000084,144929.24,16461.20000000014,44.23398556239195,1.0973154362416109,1.793206866377042
90058,ZORVINO VINEYARDS,22297,Zorvino Vyds Pearz,6.75,9.99,750.0,2101,14181.75,2065.0,20629.35000000008,15734.249999999704,228.1200000000069,448.6800000000001,6447.600000000082,31.254499051109494,0.98286530223703,1.4546406473108102
4425,MARTIGNETTI COMPANIES,26865,Thunevin Calvet Constance Bl,10.34,14.99,750.0,336,3474.24,71.0,1064.2900000000004,794.4700000000004,7.850000000000006,144929.24,-2409.95,-226.43734320532923,0.2113095238095238,0.306337501151331
9165,ULTRA BEVERAGE COMPANY LLP,1071,Straw Boys Vodka,14.7,19.99,750.0,1140,16758.0,0.0,0.0,0.0,0.0,68054.70000000003,-16758.0,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,46088,Dom Trinquevedel Tavel Rose,13.63,20.99,750.0,880,11994.4,888.0,13401.119999999924,5735.189999999948,99.01,144929.24,1406.719999999923,10.497033083801435,1.009090909090909,1.1172813979857203
1590,DIAGEO CHATEAU ESTATE WINES,13670,Stellina di Notte Prosecco,6.66,9.99,750.0,882,5874.120000000004,706.0,7052.939999999965,2847.149999999984,78.75999999999996,7259.75,1178.8199999999615,16.713881019829564,0.800453514739229,1.2006802721088368
2561,EDRINGTON AMERICAS,368,The Macallan 25 Yr Old,1015.62,1299.99,750.0,25,25390.5,21.0,29119.79000000001,16119.89,16.549999999999994,9654.500000000002,3729.290000000012,12.806720103407374,0.84,1.1468773753963102
3252,E & J GALLO WINERY,8907,Carlo Rossi Burgundy Calif,4.63,6.99,1500.0,2495,11551.850000000031,2479.0,17328.20999999976,12218.519999999686,551.2200000000188,61966.91,5776.359999999728,33.33500690492445,0.9935871743486974,1.500037656306108
17035,PERNOD RICARD USA,5168,Kahlua French Vanilla,13.66,18.99,750.0,2199,30038.339999999866,2874.0,54821.25999999982,44901.46999999992,2266.7399999999525,123780.21999999996,24782.91999999996,45.20676832309224,1.3069577080491133,1.82504292847075
9165,ULTRA BEVERAGE COMPANY LLP,22675,For A Song  The Score,5.33,7.99,750.0,52,277.16,182.0,1454.180000000001,615.2300000000005,20.299999999999983,68054.70000000003,1177.020000000001,80.94046129089935,3.5,5.246716697936214
9552,M S WALKER INC,3896,Zhenka Vodka,2.63,3.29,375.0,49339,129761.57000000095,49146.0,161690.3399999875,61875.03000001416,19326.20000000095,55551.81999999999,31928.769999986544,19.74686304697548,0.996088287156205,1.2460572109291397
17035,PERNOD RICARD USA,40054,Campo Viejo Tempranillo RSV,7.48,12.99,750.0,8608,64387.84,8229.0,99151.21000000296,47165.239999999576,917.1600000000436,123780.21999999996,34763.37000000297,35.06096395596375,0.955971189591078,1.5399058269387973
4425,MARTIGNETTI COMPANIES,22345,Rioja Bordon Gran Rsva Tempr,14.83,24.99,750.0,242,3588.8600000000006,212.0,5297.879999999984,3373.6499999999887,23.519999999999964,144929.24,1709.0199999999832,32.25856380287942,0.8760330578512396,1.4762013564195826
7245,PROXIMO SPIRITS INC.,5098,Agavero Orange Liqueur Agave,16.79,21.99,750.0,43,721.97,55.0,1209.45,571.7400000000001,43.33999999999999,38994.78000000001,487.48,40.30592418041258,1.2790697674418603,1.675208111140352
4425,MARTIGNETTI COMPANIES,25008,St Supery Dollarhide Svgn Bl,19.47,29.99,750.0,18,350.46,34.0,1019.6600000000002,839.7200000000001,3.759999999999999,144929.24,669.2000000000003,65.62971971049176,1.8888888888888888,2.909490384066656
1392,CONSTELLATION BRANDS INC,37794,Blackstone Znfdl Cal,5.19,7.99,750.0,479,2486.0100000000007,429.0,3721.709999999982,2471.179999999992,47.5099999999999,79528.99,1235.6999999999812,33.20247950538831,0.8956158663883089,1.4970615564699985
9552,M S WALKER INC,23987,Gerard Bertrand 14 Gris Bl,8.6,12.99,750.0,3697,31794.20000000001,3134.0,33726.66000000037,11683.489999999809,350.61000000000587,55551.81999999999,1932.460000000356,5.729769861588235,0.8477143629970246,1.0607802680992242
6785,PALM BAY INTERNATIONAL INC,2684,Wemyss The Hive,38.12,59.99,750.0,277,10559.240000000002,420.0,19120.800000000017,12706.26999999995,331.15000000000066,13605.409999999998,8561.560000000016,44.77615999330576,1.516245487364621,1.8108121417829328
4425,MARTIGNETTI COMPANIES,10750,Gattinara Travaglini,17.99,27.99,750.0,579,10416.209999999995,550.0,15262.49999999993,8661.879999999948,61.07999999999991,144929.24,4846.289999999935,31.752923832923557,0.9499136442141624,1.4652642371841522
8673,STE MICHELLE WINE ESTATES,39750,Red Diamond Merlot Wash,5.13,11.99,750.0,10313,52905.68999999996,10396.0,90029.2400000006,36971.70000000157,1160.1600000000074,15919.700000000004,37123.55000000064,41.23499209812322,1.0080480946378358,1.7016929558994631
9552,M S WALKER INC,22478,Mionetto IL Lambrusco Sprklg,9.58,13.99,750.0,12,114.96,12.0,167.88,167.88,1.3200000000000005,55551.81999999999,52.92,31.52251608291637,1.0,1.4603340292275575
90024,VINILANDIA USA,21158,Huber Gruner Veltliner Trais,10.96,16.99,750.0,36,394.56000000000006,28.0,475.72000000000014,237.86000000000004,3.119999999999999,2802.6400000000003,81.16000000000008,17.060455730261513,0.7777777777777778,1.2056974858069751
7153,PINE STATE TRADING CO,20019,Camelot Chard,5.44,7.99,750.0,12,65.28,1.0,9.99,9.99,0.11,15884.819999999998,-55.29,-553.4534534534534,0.0833333333333333,0.1530330882352941
4425,MARTIGNETTI COMPANIES,25964,MacRostie Pnt Nr Sonoma Cst,18.29,27.99,750.0,1046,19131.33999999997,735.0,16802.649999999925,10349.499999999924,81.59999999999985,144929.24,-2328.6900000000496,-13.859063897659356,0.7026768642447419,0.8782787823539777
9552,M S WALKER INC,34439,Toad Hollow Mendocino Chard,8.38,15.99,750.0,6750,56564.99999999977,6621.0,88514.79000000183,42729.030000000224,737.2900000000304,55551.81999999999,31949.79000000206,36.0954254085689,0.9808888888888888,1.5648332007425474
3252,E & J GALLO WINERY,21230,The Naked Grape Box Moscato,11.84,17.99,3000.0,164,1941.7599999999995,122.0,1956.7800000000009,1173.2700000000004,54.90000000000002,61966.91,15.02000000000112,0.7675875673300583,0.7439024390243902,1.0077352504943975
4425,MARTIGNETTI COMPANIES,13582,Merry Edwards Coopers Pnt Nr,54.6,82.99,750.0,120,6551.999999999999,0.0,0.0,0.0,0.0,144929.24,-6551.999999999999,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,8283,Korbel X Dry,18.79,27.99,1500.0,490,9207.09999999999,449.0,12887.509999999938,9072.839999999947,99.94999999999996,68601.68000000001,3680.409999999949,28.55796038179576,0.9163265306122448,1.3997360732478146
660,SAZERAC NORTH AMERICA INC.,5027,99 Apples Schnapps Liqueur,7.51,12.99,750.0,3525,26472.74999999996,3463.0,46523.36999999994,38160.61000000091,2731.199999999944,17932.329999999994,20050.619999999984,43.09795270634954,0.9824113475177304,1.7574060118423669
3252,E & J GALLO WINERY,13933,Canyon Rd Pnt Grigio,5.91,8.99,1500.0,2176,12860.15999999993,2146.0,19292.54,2939.72999999998,482.6000000000018,61966.91,6432.3800000000665,33.34128113768362,0.9862132352941176,1.5001788469194863
2000,SOUTHERN WINE & SPIRITS NE,25594,Virginia Dare Chard Sonoma C,16.12,24.99,750.0,565,9107.799999999994,364.0,8055.359999999974,4483.979999999977,40.51999999999994,19016.59,-1052.4400000000196,-13.065089580105957,0.6442477876106195,0.8844462987768703
4425,MARTIGNETTI COMPANIES,23957,Angels & Cowboys Rose,9.45,13.99,750.0,869,8212.049999999997,864.0,12087.359999999911,6561.309999999931,96.09999999999992,144929.24,3875.309999999916,32.06084703359496,0.9942462600690448,1.4719053098799832
8352,LUXCO INC,7279,Yago Sant'Gria Red,4.63,8.99,1500.0,6697,31007.109999999782,6787.0,56958.129999999765,35796.480000001946,1514.1900000000865,10261.599999999997,25951.019999999982,45.56157303619359,1.0134388532178586,1.8369377217031888
4425,MARTIGNETTI COMPANIES,29955,Lindemans Bin 99 Pnt Nr,5.26,7.99,750.0,725,3813.499999999996,676.0,5577.239999999953,3008.3399999999765,75.15999999999984,144929.24,1763.739999999958,31.62388564953225,0.9324137931034484,1.4624990166513596
9552,M S WALKER INC,3894,Zhenka Vodka 100 Proof,9.08,13.49,1750.0,15214,138143.1199999993,15251.0,202316.9899999992,114814.32000001716,28024.529999998693,55551.81999999999,64173.86999999991,31.71946656580852,1.0024319705534377,1.4645462618768146
3960,DIAGEO NORTH AMERICA INC,3973,Ciroc Ten,181.09,229.99,1000.0,45,8149.05,34.0,7729.659999999995,6349.719999999996,35.7,257032.0700000001,-419.3900000000049,-5.425723770515199,0.7555555555555555,0.9485351053190244
9552,M S WALKER INC,36510,Yalumba Y Series Shiraz Ausl,7.89,13.99,750.0,807,6367.230000000004,840.0,10281.599999999917,6127.009999999929,93.29999999999988,55551.81999999999,3914.369999999911,38.07160364145603,1.0408921933085502,1.6147681173759874
1392,CONSTELLATION BRANDS INC,17909,Ravenswood Pickberry Red,19.99,29.99,750.0,202,4037.98,82.0,2459.1799999999985,1889.3700000000003,9.070000000000006,79528.99,-1578.8000000000015,-64.20026187590996,0.4059405940594059,0.6090124270055817
4425,MARTIGNETTI COMPANIES,21350,Candor Znfdl,9.03,13.99,750.0,12,108.36,12.0,167.88,13.99,1.35,144929.24,59.52,35.45389563974267,1.0,1.5492801771871538
172662,SWEETWATER FARM,3632,Ashuelot Vodka,21.58,28.49,750.0,554,11955.319999999994,452.0,12877.479999999943,8205.119999999954,356.1400000000007,178.34,922.1599999999509,7.161028399966102,0.8158844765342961,1.0771338617452273
12546,JIM BEAM BRANDS COMPANY,4043,Calico Jack Cherry Rum,12.14,16.99,1750.0,12,145.68,12.0,203.88,16.99,22.05,123880.97,58.19999999999999,28.54620364920541,1.0,1.399505766062603
4425,MARTIGNETTI COMPANIES,25339,Le Haut Medoc de Lascombes,23.02,34.99,750.0,27,621.54,151.0,5283.48999999999,2974.149999999994,16.769999999999985,144929.24,4661.94999999999,88.23618479452027,5.592592592592593,8.500643562763443
9552,M S WALKER INC,40424,Mionetto Il Prosecco Veneto,5.51,7.99,375.0,216,1190.16,197.0,1574.0300000000002,207.74000000000007,11.099999999999998,55551.81999999999,383.8700000000001,24.387718150225854,0.9120370370370372,1.322536465685286
17035,PERNOD RICARD USA,3811,Absolut Spark Vodka,12.68,16.99,750.0,220,2789.6,1398.0,24800.02000000012,13807.249999999856,1101.569999999994,123780.21999999996,22010.42000000012,88.75162197449846,6.354545454545455,8.890170633782663
7153,PINE STATE TRADING CO,3350,Ice Fox Vodka,12.3,15.99,750.0,497,6113.099999999999,560.0,6569.399999999982,2497.9999999999923,441.05000000000064,15884.819999999998,456.2999999999829,6.945839802721468,1.1267605633802815,1.074642979830198
3252,E & J GALLO WINERY,39254,Las Rocas Garnacha San Alej,6.9,10.99,750.0,5191,35817.89999999999,5168.0,59693.31999999965,32861.7200000019,574.3200000000273,61966.91,23875.419999999664,39.99680366245303,0.9955692544789058,1.6665778842422272
4425,MARTIGNETTI COMPANIES,26379,Orin Swift Machete Red,30.66,45.99,750.0,324,9933.84,321.0,14762.789999999974,7082.459999999976,35.80999999999997,144929.24,4828.949999999973,32.71028037383165,0.9907407407407408,1.4861111111111085
10754,PERFECTA WINES,25387,G Vigouroux L Comtes Cahours,6.7,9.99,750.0,3781,25332.700000000037,3781.0,37772.19000000018,13386.599999999757,423.1700000000069,28720.52,12439.49000000015,32.93293293293317,1.0,1.4910447761194083
1392,CONSTELLATION BRANDS INC,12803,Ravenswood Vntrs Blend Znfdl,11.25,18.99,1500.0,311,3498.75,296.0,5385.039999999972,4244.669999999974,65.6999999999999,79528.99,1886.289999999972,35.02833776536445,0.9517684887459807,1.539132547338327
9165,ULTRA BEVERAGE COMPANY LLP,21856,Waterstone Chard Carneros,4.18,17.99,750.0,12,50.16,0.0,0.0,0.0,0.0,68054.70000000003,-50.16,-inf,0.0,0.0
2000,SOUTHERN WINE & SPIRITS NE,41220,C Krug RSV Generations Napa,35.86,51.99,750.0,12,430.32,10.0,513.9,461.91,1.1,19016.59,83.57999999999998,16.263864565090483,0.8333333333333334,1.1942275515895149
90024,VINILANDIA USA,20038,Torii Mor Pnt Nr Deux Verres,23.8,34.99,750.0,14,333.2,17.0,594.83,174.95000000000002,1.91,2802.6400000000003,261.63000000000005,43.98399542726494,1.2142857142857142,1.785204081632653
1485,CASTLE BRANDS CORP.,1269,Jeffersons Bourbon,19.11,25.99,750.0,18458,352732.3799999953,16976.0,447608.23999995977,227255.98999997744,13370.660000001031,8497.589999999998,94875.85999996448,21.196182626122567,0.9197096110087768,1.2689740590301513
10754,PERFECTA WINES,16525,Cortijo Tinto Rioja,5.48,8.49,750.0,23,126.04,23.0,195.27,50.940000000000005,2.5700000000000003,28720.52,69.23,35.45347467608952,1.0,1.5492700729927007
10000,MAJESTIC FINE WINES,26167,KJ Jackson Est Cab Svgn Alex,17.12,24.99,750.0,30,513.5999999999999,18.0,449.8200000000001,174.93,2.01,17587.59,-63.77999999999986,-14.179004935307423,0.6,0.875817757009346
9815,WINE GROUP INC,24253,Franzia Dark Red Blend,12.16,17.99,5000.0,1185,14409.599999999944,1026.0,18073.73999999993,14417.819999999849,769.5,27100.41,3664.139999999985,20.273280461044585,0.8658227848101265,1.2542846435709527
9552,M S WALKER INC,24553,Ch Lassegue 2/05-09-10 6 Pak,301.93,467.99,750.0,1,301.93,0.0,0.0,0.0,0.0,55551.81999999999,-301.93,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,16822,Simply Naked Unoaked Moscato,4.69,6.99,750.0,26,121.94,4.0,33.96,24.97,0.44,79528.99,-87.97999999999999,-259.0694935217903,0.1538461538461538,0.2784976217812039
1392,CONSTELLATION BRANDS INC,16948,Rex Goliath Malbec,3.89,7.99,750.0,937,3644.929999999996,1024.0,6435.759999999924,3624.269999999949,113.7499999999998,79528.99,2790.829999999928,43.36442005295352,1.0928495197438637,1.7656745122677064
10754,PERFECTA WINES,24145,Ozeki Nigori Unfiltered Sake,4.79,6.99,375.0,48,229.92,48.0,335.52,20.97,2.7100000000000004,28720.52,105.6,31.47353361945637,1.0,1.4592901878914406
4425,MARTIGNETTI COMPANIES,41537,Mer Soleil Chard Central Cst,18.06,27.99,750.0,3861,69729.66000000027,3682.0,104150.5800000018,47768.61999999982,410.1700000000108,144929.24,34420.920000001526,33.049187052055714,0.9536389536389536,1.4936338424710718
4692,KOBRAND CORPORATION,25082,Jadot Bouzeron 13,14.86,21.99,750.0,9,133.74,73.0,1605.2700000000004,1165.4700000000005,8.080000000000007,9139.38,1471.5300000000004,91.66869124820124,8.11111111111111,12.002916105877077
7153,PINE STATE TRADING CO,20608,Villa Fassini Sangio/Cab,4.83,7.49,750.0,12,57.96,12.0,89.88,7.49,1.35,15884.819999999998,31.919999999999995,35.51401869158878,1.0,1.5507246376811594
2242,DELICATO VINEYARDS INC,44340,Irony Pnt Nr Monterey,8.84,12.99,750.0,2659,23505.560000000096,2588.0,34276.12000000044,18477.070000000025,287.80000000000643,7982.649999999999,10770.560000000343,31.422926515603884,0.9732982324182023,1.4582132908129095
10000,MAJESTIC FINE WINES,44730,Kendall Jackson Spcl Cab Svg,9.14,13.99,750.0,96,877.4400000000003,83.0,1161.17,181.87,9.32,17587.59,283.7299999999998,24.43483727619554,0.8645833333333334,1.3233611415025526
3252,E & J GALLO WINERY,13620,Columbia Winery Cab Svgn,5.33,13.99,750.0,668,3560.440000000002,591.0,8262.889999999948,4849.329999999957,65.57999999999987,61966.91,4702.449999999946,56.91047563261734,0.8847305389221557,2.32074968262348
3960,DIAGEO NORTH AMERICA INC,2219,Crown Royal Vanilla,1.5,1.99,50.0,11556,17334.0,10130.0,20158.69999999969,6065.519999999568,527.1900000000118,257032.0700000001,2824.699999999695,14.012312301883243,0.8766008999653859,1.162957193954061
4425,MARTIGNETTI COMPANIES,37940,Staglin Salus Rthfd Chard,22.06,49.99,750.0,1,22.06,9.0,287.91,191.94,1.0,144929.24,265.85,92.33788336632976,9.0,13.051223934723485
516,BANFI PRODUCTS CORP,18152,Banfi Centine Mntcln Tscna,5.26,10.99,750.0,12783,67238.58000000044,13305.0,131280.55000000235,41395.87000000019,1488.609999999976,8510.410000000002,64041.97000000194,48.78252719081446,1.0408354846280217,1.9524586926136975
3252,E & J GALLO WINERY,27461,Ecco Domani Pnt Grigio Venez,6.12,8.99,750.0,29316,179413.92000000342,29340.0,270058.59999999835,77634.79000000202,3286.1599999999207,61966.91,90644.67999999491,33.5648188948604,1.0008186655751126,1.5052265732781114
4425,MARTIGNETTI COMPANIES,15065,Sokol Blosser Pnt Nr,18.24,37.99,750.0,371,6767.040000000002,101.0,3204.989999999995,2095.32,11.179999999999996,144929.24,-3562.050000000007,-111.14075238924342,0.2722371967654987,0.4736177117321597
9815,WINE GROUP INC,23373,M D 20/20 Banana Red,2.71,3.99,750.0,2627,7119.170000000023,2603.0,10385.969999999968,1145.1300000000022,292.4700000000012,27100.41,3266.799999999944,31.45397107829076,0.99086410354016,1.4588737170203736
8735,SURVILLE ENTERPRISES CORP,44238,B & G Pnt Nr Bistro,5.4,7.99,750.0,739,3990.600000000004,719.0,6114.809999999949,3158.2399999999725,80.03999999999995,263.32,2124.209999999945,34.73877356777991,0.972936400541272,1.532303413020584
4425,MARTIGNETTI COMPANIES,44098,Rocca di Montemassi Le Faca,4.79,6.99,750.0,13,62.27,13.0,90.87,34.95,1.46,144929.24,28.60000000000001,31.47353361945637,1.0,1.4592901878914406
4425,MARTIGNETTI COMPANIES,46458,Layer Cake Barosa Shiraz,7.71,14.99,750.0,3148,24271.080000000075,4467.0,68437.41000000005,42683.03000000051,495.4000000000243,144929.24,44166.32999999997,64.5353615807494,1.4189961880559083,2.819710124147744
8352,LUXCO INC,1022,St Brendans Salted Caramel,10.6,13.99,750.0,111,1176.5999999999997,552.0,6382.479999999953,3924.609999999961,434.96000000000174,10261.599999999997,5205.879999999954,81.56515962447186,4.972972972972973,5.424511303756549
3924,HEAVEN HILL DISTILLERIES,4176,Blackheart Spiced Rum,8.02,10.99,750.0,6680,53573.59999999994,6646.0,76507.54000000111,55411.0399999979,5237.789999999862,14069.869999999995,22933.940000001174,29.97605203356537,0.9949101796407186,1.428082861708028
7245,PROXIMO SPIRITS INC.,4858,Kraken Black Spiced Rum,0.71,0.99,50.0,21715,15417.650000000029,18351.0,36518.49000000161,13971.789999998702,949.9699999999812,38994.78000000001,21100.840000001583,57.78124999144447,0.8450840432880498,2.3686158396384367
